Date,Year,Month,Day,Weekday,Event
1849-08-05,1849,8,5,Sunday,"Sends the Brays and Sara Hennell further details of her new environment, also asking them, 'Pray that the motto of Geneva may become mine - Post tenebras lux' (Letters 1: 295; Cross  1: 213)."
1849-08-20,1849,8,20,Monday,"Tells the Brays and Sara Hennell that she has not yet decided whether or not to spend the winter in Switzerland. "
1849-08-28,1849,8,28,Tuesday,"Informs the same correspondents that she has now decided on staying: 'I am really good for nothing yet, and I feel that my future health and actions entirely depend on my recovering thoroughly my strength and spirit' (Letters 1: 301)."
1849-09-06,1849,9,6,Thursday,"Implores Fanny Houghton to write to her."
1849-09-13,1849,9,13,Thursday,"Asks the Brays to give her address only to friends as close as themselves."
1849-09-20,1849,9,20,Thursday,"Informs the Brays that she will return to England in the spring, also including details of her friendship with Madame de Ludwigsdorff. Reports that Charles Bray has remarked 'there is much that is morbid in your character . . . with a dwelling on yourself, and a longing to think of yourself unhappy' (Letters 1: 307)."
1849-10-04,1849,10,4,Thursday,"Tells Fanny Houghton and the Brays that she has decided to lodge with F. D' Albert-Durade, a Genevan painter."
1849-10-09,1849,10,9,Tuesday,"Moves to lodge with D' Albert."
1849-10-11,1849,10,11,Thursday,"Gives the Brays a favourable description of her new surroundings. Reports that she has had a letter from Mary Sibree: 'a good sweet girl, but her ideas want testing' (Letters 1: 315)."
1849-10-24,1849,10,24,Wednesday,"Enthuses about D' Albert in a letter to the Brays: 'I have not heard a word or seen a gesture of his yet that was not perfectly in harmony with an exquisite moral refinement' (Letters 1: 317; Cross 1: 233-4)."
1849-10-26,1849,10,26,Friday,"Tells Sara Hennell, 'I have always had a hankering after this sort of life, and I find it was a true instinct of what would suit me' (Letters 1: 321, 323; Cross 1: 237)."
1849-12-04,1849,12,4,Tuesday,"Tells the Brays that lack of health has obliged her to suspend work on the Spinoza translation, and confesses to Sara Hennell that she is becoming 'passionately attached' to her life in Geneva (Letters 1: 241)."
1849-12-22,1849,12,22,Saturday,"Sends seasonal greetings to the Brays and Sara Hennell."
1850-01-28,1850,1,28,Monday,"Urges the Brays to write to her."
1850-02-04,1850,2,4,Monday,"Requests a letter from Fanny Houghton, who has not written for five months."
1850-02-09,1850,2,9,Saturday,"Thanks Fanny Houghton for her letter, and announces intention of returning to England in late March or early April."
1850-02-15,1850,2,15,Friday,"Tells the Brays that D' Albert is painting her portrait, and that she is sitting for my portrait - at M. D'Albert's request - not mine (Letters 1: 330). Also attending church regularly:  'I go to the Genevese churches every Sunday, and nourish my heterodoxy with orthodox sermons' (Letters 1: 330)."
1850-03-01,1850,3,1,Friday,"Informs Bray that she may now leave Geneva as early as mid-March."
1850-03-18,1850,3,18,Monday,"Accompanied by D' Albert, leaves Geneva for England."
1850-03-25,1850,3,25,Monday,"Moves in with the Brays at Rosehill in Coventry (rather than moving in with any of her siblings and their families.)"
1850-03-30,1850,3,30,Saturday,"Tells Fanny Houghton, 'I am sad at the sight of my own country, and feel more of an outcast here than at Geneva' (Letters 1: 333)."
1850-04-04,1850,4,4,Thursday,"Tells Martha Jackson that her homecoming has been painful and that she is uncertain whether she will remain in England or return to Geneva."
1850-04-11,1850,4,11,Thursday,"Asks Sara Hennell to send details of the accommodation offered by Chapman, also remarking, 'Oh the dismal weather, and the dismal country, and the dismal people' (Letters 1: 334; Cross 1: 252)."
1850-05-01,1850,5,1,Wednesday,"Tells Cara Bray that although Chrissey has been kind to her, she is delighted to feel of no importance to the rest of the Evans family, and has no motive for living amongst them."
1850-05-04,1850,5,4,Saturday,"Begins an eight-day stay at Rosehill."
1850-05-07,1850,5,7,Tuesday,"Entertains D' Albert at Rosehill for four days."
1850-06-04,1850,6,4,Tuesday,"Makes Rosehill her base for the next six months."
1850-09-02,1850,9,2,Monday,"Death of Charles Hennell (brother of Sara and Cara, husband of Rufa)."
1850-11-18,1850,11,18,Monday,"Delivers review of Progress of the Intellect to Chapman, lodging with him for two weeks, and deciding to make writing her career."
1850-11-30,1850,11,30,Saturday,"Meets Eliza Lynn Linton at Chapman’s. Tells the Brays that she has enjoyed her stay at Chapman' s and plans to visit him again in January."
1850-12-02,1850,12,2,Monday,"Returns from London."
1851-01-08,1851,1,8,Wednesday,"Returns to lodge and work with John Chapman at 142 Strand, to co-edit the Westminster Review."
1851-01-24,1851,1,24,Friday,"Attends lecture by Faraday."
1851-01-26,1851,1,26,Sunday,"Dines at Mackay's with the Chapmans, Amott and Leslie."
1851-01-28,1851,1,28,Tuesday,"Tells the Brays of her visits to lectures by Faraday and F. W. Newman."
1851-03-01,1851,3,1,Saturday,"Publishes first review of Letters on the Laws of Man’s Nature in the Leader."
1851-03-08,1851,3,8,Saturday,"Publishes second review of Letters on the Laws of Man’s Nature in the Leader."
1851-03-24,1851,3,24,Monday,"Leaves Chapman, apparently because of friction with the other women in the Chapman household,  but continues to correspond with him. Returns to Rosehill."
1851-04-04,1851,4,4,Friday,"Returns to Chapman letters from his wife reproving his conduct with GE, enclosing comments of her own. Agrees to continue to provide a catalogue raisonné of Chapman' s more important publications, though insisting that he make clear to his wife that the work is undertaken at his request."
1851-04-18,1851,4,18,Friday,"Chapman receives letter from GE consenting to abridge Strauss for £100 (a project Chapman never pursued), and revealing that she is beginning to get greater enjoyment from work on the catalogue."
1851-04-29,1851,4,29,Tuesday,"Chapman forwards to his wife a letter from GE, and hopes that GE and Susanna Chapman will now become better disposed towards each other."
1851-05-09,1851,5,9,Friday,"Agrees to write an article on W. R. Greg's The Creed of Christendom and Charles Hennell's Inquiry for the Westminster. Sends Chapman an account of James Martineau's The Rationale of Religious Inquiry for inclusion in his catalogue."
1851-05-27,1851,5,27,Tuesday,"Chapman arrives for a fortnight at Rosehill, proposing that GE should assist him in editing the Westminster."
1851-05-31,1851,5,31,Saturday,"Meets Thornton Leigh Hunt at Rosehill, where he stays the weekend."
1851-06-02,1851,6,2,Monday,"Writes the prospectus for the Westminster."
1851-06-05,1851,6,5,Thursday,"GE and Chapman make a 'solemn and holy vow' to bind them to 'the right' (Chapman's diary, qutd. Haight 91). "
1851-06-09,1851,6,9,Monday,"Suggests to Chapman that he should give out that he employs an editor whilst himself retaining editorial responsibility."
1851-06-12,1851,6,12,Thursday,"Advises Chapman on how the proofs of the prospectus might have been circulated more diplomatically."
1851-06-15,1851,6,15,Sunday,"Gives Chapman further advice on attracting supporters for the Westminster."
1851-06-20,1851,6,20,Friday,"Sends Chapman her verdict on several Westminster contributions, and advises against inviting Charlotte Brontë to write an article on modern novelists: 'She would have to leave out Currer Bell, who is perhaps the best of them all' (Letters 1: 355)."
1851-08-01,1851,8,1,Friday,"Agrees with Chapman's suggestion that GHL be invited to contribute an article on modern novelists."
1851-08-13,1851,8,13,Wednesday,"Chapman discusses the Westminster prospectus with GE, visiting London in company with the Brays. Her introduction to Spencer also dates from this visit."
1851-08-15,1851,8,15,Friday,"Chapman takes GE and Sara Hennell to the Great Exhibition."
1851-08-16,1851,8,16,Saturday,"GE returns to Rosehill, though still advising Chapman from a distance on Westminster plans."
1851-08-28,1851,8,28,Thursday,"Tells Mary Sibree, 'there are but two words of very vital significance for you and me and all mortals - Resignation and labour' (Letters 1: 359)."
1851-08-29,1851,8,29,Friday,"Meets the phrenologist George Combe at Rosehill, Combe noting in his journal GE' s extraordinary ability."
1851-09-18,1851,9,18,Thursday,"Advises Chapman that a translation of Comte's Cours de philosophie positive by W. M. W. Call will probably be more successful than one by Harriet Martineau."
1851-09-20,1851,9,20,Saturday,"Article on W. R. Greg's The Creed of Christendom appears in the Leader. Chapman and his wife begin a three-day stay at Rosehill."
1851-09-29,1851,9,29,Monday,"Returns to lodge with Chapman, gathering contributions for the first number of the Westminster's new series, and enormously broadening her intellectual and social acquaintances. Involvement with Herbert Spencer begins to develop."
1851-10-03,1851,10,3,Friday,"Sends Cara Bray news of her employment: 'I am training myself up to say adieu to all delights, I care for nothing but doing my work and doing it well' (Letters 1: 363)."
1851-10-04,1851,10,4,Saturday,"Tells Charles Bray of her meeting with Herbert Spencer, whose Social Statics she recommends."
1851-10-06,1851,10,6,Monday,"First, unimpressed, encounter with GHL: 'a sort of miniature Mirabeau in appearance' (Cross 1: 261; Letters 1: 367). [See Haight's note 2 for details of the visit to Jeff's Bookstore.] "
1851-10-08,1851,10,8,Wednesday,"Tells Charles Bray that the Swedish novelist Frederika Bremer, currently staying with Chapman, is extremely unprepossessing."
1851-10-09,1851,10,9,Thursday,"Repents of her attitude to Frederika Bremer in a letter to Sara Hennell."
1851-10-22,1851,10,22,Wednesday,"Brings the Brays and Sara Hennell up to date with subscriptions to, and articles for, the Westminster. Tells them of the pleasure given to her by Carlyle' s Life of Sterling."
1851-11-22,1851,11,22,Saturday,"Sees The Merry Wives of Windsor with Spencer and Chapman. GHL in the same box."
1851-11-27,1851,11,27,Thursday,"Tells Cara Bray of GHL's witticisms on the Merry Wives performance."
1851-12-07,1851,12,7,Sunday,"Combe urges Chapman to use GE's judgement as an aid to his own."
1851-12-23,1851,12,23,Tuesday,"Tells the Brays that pressure of work will regrettably prevent her from joining them for Christmas: 'It is the first Christmas day I shall have passed without any Christmas feeling' (Cross 1: 267)."
1852-01-19,1852,1,19,Monday,"Visited by H. G. Atkinson and Harriet Martineau - repulsed by the vulgarity of the latter's looks and gestures.  Has lengthy conversation with Pierre Leroux at a soirée."
1852-01-22,1852,1,22,Thursday,"Advises Charles Bray to read article on physiognomy in the Quarterly Review."
1852-01-30,1852,1,30,Friday,"Sends birthday greetings to Charles Bray."
1852-01-31,1852,1,31,Saturday,"Attends party at Mackay's.  "
1852-02-02,1852,2,2,Monday,"Tells the Brays of her pleasure in the company of Bessie Parkes, with whom her friendship develops this year. W. J. Fox visits in the evening."
1852-02-09,1852,2,9,Monday,"Sara Hennell begins a nine-day visit to GE and Chapman."
1852-02-15,1852,2,15,Sunday,"Dines with Peter Taylor and his wife Clementia at Sydenham, Kent (now South London). Bessie Parkes visits and 'is very pretty in her attentions' (Letters 2: 11). ·"
1852-02-16,1852,2,16,Monday,"Tells Cara Bray that 'The thick of the work is just beginning' on the Westminster (Cross 1: 272)."
1852-02-25,1852,2,25,Wednesday,"Attends meeting of Association for the Abolition of Taxes on Knowledge, hearing Cobden, 'in whom I was woefully disappointed' (Cross 1: 272)."
1852-02-28,1852,2,28,Saturday,"Visits a Miss Lynn to discuss lodgings, but subsequently considers it undesirable to fix on a London residence immediately."
1852-03-06,1852,3,6,Saturday,"Tells Clementia Taylor, 'until the end of March I fear I shall be a prisoner from the necessity for constant work' (Cross 1: 273)."
1852-04-03,1852,4,3,Saturday,"Visits Cara Bray at Rosehill. Reports that she has been made joint trustee of fund for publication of Harriet Martineau' s translation of Comte."
1852-04-15,1852,4,15,Thursday,"Returns to London. Attends GHL's The Chain of Events with Spencer, reporting to Bray, 'It is a very long chain and drags rather heavily' (Letters 2: 18)."
1852-04-21,1852,4,21,Wednesday,"Herbert Spencer alarmed by GE's affection for him. Assures Sara Hennell of her lasting friendship: 'I love you more than ever, not less' (Letters 2: 19; Cross 1: 275)."
1852-04-24,1852,4,24,Saturday,"Attends Donizetti's I Martiri at Covent Garden with Spencer, telling the Brays, 'We have agreed that we are not in love with each other, and that there is no reason why we should not have as much of each other's society as we like' (Letters 2: 22)."
